,prem,hypo_1,entailment_1,neutral_1,contradiction_1,pred_1,hypo_2,entailment_2,neutral_2,contradiction_2,pred_2,diff,prem-rev,hypo3_,entailment_3,neutral_3,contradiction_3,pred_3,hypo_4,entailment_4,neutral_4,contradiction_4,pred_4,diff-rev,name1_gap,name2_gap,gap
543,Either Maggie or Cazar is a dealer,Maggie is a dealer,0.760,0.179,0.061,entailment,Cazar is a dealer,0.821,0.153,0.026,entailment,0.123,Either Cazar or Maggie is a dealer,Maggie is a dealer,0.822,0.133,0.045,entailment,Cazar is a dealer,0.863,0.110,0.027,entailment,0.082,0.125,0.085,0.210
544,Either Sue or Won Lee is a researcher,Sue is a researcher,0.628,0.327,0.045,entailment,Won Lee is a researcher,0.765,0.179,0.056,entailment,0.296,Either Won Lee or Sue is a researcher,Sue is a researcher,0.546,0.410,0.044,entailment,Won Lee is a researcher,0.867,0.103,0.031,entailment,0.641,0.166,0.203,0.369
545,Either Tricia or Chen Wee is a lawyer,Tricia is a lawyer,0.728,0.230,0.041,entailment,Chen Wee is a lawyer,0.887,0.086,0.027,entailment,0.317,Either Chen Wee or Tricia is a lawyer,Tricia is a lawyer,0.863,0.118,0.019,entailment,Chen Wee is a lawyer,0.865,0.094,0.041,entailment,0.047,0.269,0.045,0.314
546,Either Shelly or Sam is an umpire,Shelly is an umpire,0.517,0.368,0.116,entailment,Sam is an umpire,0.549,0.339,0.112,entailment,0.066,Either Sam or Shelly is an umpire,Shelly is an umpire,0.560,0.297,0.143,entailment,Sam is an umpire,0.462,0.369,0.170,entailment,0.196,0.141,0.175,0.316
547,Either Joan or Sudeep is a butcher,Joan is a butcher,0.751,0.184,0.065,entailment,Sudeep is a butcher,0.865,0.098,0.037,entailment,0.227,Either Sudeep or Joan is a butcher,Joan is a butcher,0.874,0.091,0.035,entailment,Sudeep is a butcher,0.857,0.091,0.053,entailment,0.035,0.246,0.031,0.278
548,Either Molly or DeShawn is a guard,Molly is a guard,0.800,0.159,0.041,entailment,DeShawn is a guard,0.732,0.209,0.059,entailment,0.136,Either DeShawn or Molly is a guard,Molly is a guard,0.753,0.192,0.055,entailment,DeShawn is a guard,0.743,0.202,0.056,entailment,0.020,0.094,0.021,0.115
549,Either Carla or John is an electrician,Carla is an electrician,0.674,0.299,0.027,entailment,John is an electrician,0.554,0.353,0.093,entailment,0.239,Either John or Carla is an electrician,Carla is an electrician,0.727,0.242,0.031,entailment,John is an electrician,0.481,0.423,0.096,entailment,0.492,0.115,0.145,0.260
550,Either Vrenna or Andrew is a builder,Vrenna is a builder,0.670,0.306,0.024,entailment,Andrew is a builder,0.787,0.186,0.027,entailment,0.239,Either Andrew or Vrenna is a builder,Vrenna is a builder,0.675,0.301,0.025,entailment,Andrew is a builder,0.607,0.323,0.069,entailment,0.134,0.010,0.360,0.369
551,Either Claire or Jamie is an engineer,Claire is an engineer,0.318,0.640,0.041,neutral,Jamie is an engineer,0.379,0.555,0.066,neutral,0.171,Either Jamie or Claire is an engineer,Claire is an engineer,0.368,0.597,0.035,neutral,Jamie is an engineer,0.278,0.579,0.143,neutral,0.217,0.100,0.202,0.302
552,Either Claire or Cadan is a scientist,Claire is a scientist,0.533,0.411,0.057,entailment,Cadan is a scientist,0.740,0.243,0.017,entailment,0.415,Either Cadan or Claire is a scientist,Claire is a scientist,0.647,0.287,0.065,entailment,Cadan is a scientist,0.658,0.313,0.029,entailment,0.073,0.247,0.163,0.410
553,Either Maya or Louis is a linguist,Maya is a linguist,0.705,0.208,0.087,entailment,Louis is a linguist,0.710,0.168,0.122,entailment,0.080,Either Louis or Maya is a linguist,Maya is a linguist,0.688,0.236,0.076,entailment,Louis is a linguist,0.609,0.190,0.201,entailment,0.250,0.056,0.202,0.258
554,Either Tuppence or Jim is an athlete,Tuppence is an athlete,0.497,0.461,0.043,entailment,Jim is an athlete,0.483,0.424,0.093,entailment,0.102,Either Jim or Tuppence is an athlete,Tuppence is an athlete,0.622,0.339,0.038,entailment,Jim is an athlete,0.476,0.414,0.110,entailment,0.292,0.251,0.032,0.283
555,Either Lily or Jose is a cleaner,Lily is a cleaner,0.516,0.411,0.072,entailment,Jose is a cleaner,0.705,0.236,0.059,entailment,0.377,Either Jose or Lily is a cleaner,Lily is a cleaner,0.438,0.450,0.112,neutral,Jose is a cleaner,0.436,0.439,0.125,neutral,0.026,0.157,0.538,0.694
556,Either Cathy or Fred is a professor,Cathy is a professor,0.475,0.297,0.228,entailment,Fred is a professor,0.592,0.261,0.147,entailment,0.233,Either Fred or Cathy is a professor,Cathy is a professor,0.589,0.253,0.158,entailment,Fred is a professor,0.350,0.423,0.227,neutral,0.478,0.228,0.483,0.711
557,Either Shelly or Treyvone is a prosecutor,Shelly is a prosecutor,0.658,0.213,0.129,entailment,Treyvone is a prosecutor,0.847,0.106,0.047,entailment,0.377,Either Treyvone or Shelly is a prosecutor,Shelly is a prosecutor,0.802,0.138,0.061,entailment,Treyvone is a prosecutor,0.712,0.193,0.095,entailment,0.179,0.287,0.269,0.556
558,Either Julie or LeBron is an employment,Julie is an employment,0.825,0.097,0.078,entailment,LeBron is an employment,0.703,0.184,0.113,entailment,0.244,Either LeBron or Julie is an employment,Julie is an employment,0.475,0.206,0.319,entailment,LeBron is an employment,0.858,0.107,0.035,entailment,0.766,0.700,0.310,1.010
559,Either Monica or Sheng Lee is a designer,Monica is a designer,0.668,0.244,0.089,entailment,Sheng Lee is a designer,0.855,0.093,0.052,entailment,0.374,Either Sheng Lee or Monica is a designer,Monica is a designer,0.675,0.235,0.091,entailment,Sheng Lee is a designer,0.790,0.143,0.067,entailment,0.230,0.018,0.131,0.149
560,Either Olga or Ramon is a surgeon,Olga is a surgeon,0.731,0.221,0.048,entailment,Ramon is a surgeon,0.857,0.120,0.023,entailment,0.252,Either Ramon or Olga is a surgeon,Olga is a surgeon,0.757,0.203,0.041,entailment,Ramon is a surgeon,0.803,0.162,0.035,entailment,0.093,0.050,0.108,0.158
561,Either Sharon or Brady is a mathematician,Sharon is a mathematician,0.516,0.426,0.058,entailment,Brady is a mathematician,0.597,0.326,0.077,entailment,0.201,Either Brady or Sharon is a mathematician,Sharon is a mathematician,0.640,0.319,0.041,entailment,Brady is a mathematician,0.789,0.182,0.029,entailment,0.298,0.249,0.385,0.634
562,Either Maggie or Adrin is a tennis player,Maggie is a tennis player,0.744,0.157,0.099,entailment,Adrin is a tennis player,0.774,0.172,0.054,entailment,0.090,Either Adrin or Maggie is a tennis player,Maggie is a tennis player,0.808,0.129,0.062,entailment,Adrin is a tennis player,0.764,0.181,0.055,entailment,0.102,0.128,0.020,0.148
563,Either Barbara or Cazar is an accountant,Barbara is an accountant,0.760,0.205,0.035,entailment,Cazar is an accountant,0.717,0.251,0.032,entailment,0.094,Either Cazar or Barbara is an accountant,Barbara is an accountant,0.771,0.189,0.041,entailment,Cazar is an accountant,0.825,0.154,0.021,entailment,0.109,0.032,0.217,0.249
564,Either Sharon or Terrell is a mechanic,Sharon is a mechanic,0.781,0.179,0.041,entailment,Terrell is a mechanic,0.621,0.287,0.093,entailment,0.320,Either Terrell or Sharon is a mechanic,Sharon is a mechanic,0.805,0.150,0.046,entailment,Terrell is a mechanic,0.799,0.143,0.057,entailment,0.023,0.058,0.358,0.416
565,Either Shelly or Vince is an accountant,Shelly is an accountant,0.763,0.202,0.035,entailment,Vince is an accountant,0.907,0.078,0.016,entailment,0.288,Either Vince or Shelly is an accountant,Shelly is an accountant,0.732,0.197,0.072,entailment,Vince is an accountant,0.855,0.120,0.025,entailment,0.247,0.073,0.104,0.177
566,Either Janice or Chen Wu is a composer,Janice is a composer,0.675,0.268,0.056,entailment,Chen Wu is a composer,0.861,0.105,0.035,entailment,0.371,Either Chen Wu or Janice is a composer,Janice is a composer,0.734,0.207,0.059,entailment,Chen Wu is a composer,0.827,0.138,0.035,entailment,0.186,0.123,0.068,0.190
567,Either Becky or John is a dentist,Becky is a dentist,0.812,0.128,0.059,entailment,John is a dentist,0.742,0.156,0.102,entailment,0.140,Either John or Becky is a dentist,Becky is a dentist,0.800,0.129,0.071,entailment,John is a dentist,0.540,0.264,0.195,entailment,0.519,0.025,0.404,0.429
568,Either Judy or Billy is a commander,Judy is a commander,0.527,0.316,0.157,entailment,Billy is a commander,0.616,0.242,0.142,entailment,0.176,Either Billy or Judy is a commander,Judy is a commander,0.372,0.412,0.216,neutral,Billy is a commander,0.532,0.323,0.145,entailment,0.319,0.311,0.168,0.478
569,Either Bai or Won Lee is an army,Bai is an army,0.683,0.245,0.071,entailment,Won Lee is an army,0.741,0.170,0.089,entailment,0.151,Either Won Lee or Bai is an army,Bai is an army,0.649,0.262,0.089,entailment,Won Lee is an army,0.632,0.227,0.141,entailment,0.105,0.069,0.218,0.287
570,Either Liz or Lamar is a prosecutor,Liz is a prosecutor,0.650,0.198,0.151,entailment,Lamar is a prosecutor,0.614,0.250,0.136,entailment,0.104,Either Lamar or Liz is a prosecutor,Liz is a prosecutor,0.582,0.240,0.178,entailment,Lamar is a prosecutor,0.632,0.234,0.134,entailment,0.099,0.136,0.035,0.171
571,Either Marianne or DeShawn is a musician,Marianne is a musician,0.834,0.139,0.027,entailment,DeShawn is a musician,0.773,0.160,0.067,entailment,0.122,Either DeShawn or Marianne is a musician,Marianne is a musician,0.867,0.110,0.022,entailment,DeShawn is a musician,0.726,0.181,0.093,entailment,0.283,0.066,0.094,0.160
572,Either Jenna or Mack is a clerk,Jenna is a clerk,0.880,0.084,0.036,entailment,Mack is a clerk,0.835,0.104,0.061,entailment,0.090,Either Mack or Jenna is a clerk,Jenna is a clerk,0.834,0.105,0.060,entailment,Mack is a clerk,0.870,0.088,0.042,entailment,0.072,0.092,0.071,0.163
573,Either Tanisha or Sam is a soldier,Tanisha is a soldier,0.660,0.315,0.025,entailment,Sam is a soldier,0.755,0.207,0.038,entailment,0.216,Either Sam or Tanisha is a soldier,Tanisha is a soldier,0.647,0.326,0.027,entailment,Sam is a soldier,0.696,0.251,0.053,entailment,0.151,0.027,0.118,0.145
574,Either Candice or DeShawn is a librarian,Candice is a librarian,0.791,0.177,0.032,entailment,DeShawn is a librarian,0.784,0.158,0.057,entailment,0.050,Either DeShawn or Candice is a librarian,Candice is a librarian,0.841,0.130,0.029,entailment,DeShawn is a librarian,0.733,0.193,0.073,entailment,0.215,0.101,0.102,0.203
575,Either Grace or LeShawn is a servant,Grace is a servant,0.881,0.086,0.033,entailment,LeShawn is a servant,0.766,0.149,0.085,entailment,0.229,Either LeShawn or Grace is a servant,Grace is a servant,0.858,0.086,0.056,entailment,LeShawn is a servant,0.729,0.169,0.102,entailment,0.257,0.046,0.074,0.120
576,Either Anne or Joey is an actor,Anne is an actor,0.486,0.357,0.157,entailment,Joey is an actor,0.567,0.266,0.167,entailment,0.183,Either Joey or Anne is an actor,Anne is an actor,0.464,0.397,0.139,entailment,Joey is an actor,0.646,0.227,0.127,entailment,0.363,0.080,0.157,0.237
577,Either Janice or Ramirez is an inspector,Janice is an inspector,0.704,0.247,0.048,entailment,Ramirez is an inspector,0.822,0.107,0.071,entailment,0.281,Either Ramirez or Janice is an inspector,Janice is an inspector,0.666,0.249,0.085,entailment,Ramirez is an inspector,0.823,0.114,0.063,entailment,0.314,0.077,0.016,0.092
578,Either Olga or Tim is an inspector,Olga is an inspector,0.666,0.249,0.085,entailment,Tim is an inspector,0.714,0.180,0.106,entailment,0.138,Either Tim or Olga is an inspector,Olga is an inspector,0.588,0.262,0.150,entailment,Tim is an inspector,0.544,0.249,0.207,entailment,0.114,0.156,0.340,0.496
579,Either Lily or LeShawn is a guard,Lily is a guard,0.754,0.194,0.052,entailment,LeShawn is a guard,0.867,0.105,0.028,entailment,0.226,Either LeShawn or Lily is a guard,Lily is a guard,0.766,0.190,0.044,entailment,LeShawn is a guard,0.802,0.154,0.044,entailment,0.072,0.025,0.129,0.154
580,Either Sally or Tyrone is a software engineer,Sally is a software engineer,0.620,0.342,0.038,entailment,Tyrone is a software engineer,0.718,0.257,0.026,entailment,0.196,Either Tyrone or Sally is a software engineer,Sally is a software engineer,0.602,0.356,0.042,entailment,Tyrone is a software engineer,0.610,0.347,0.043,entailment,0.018,0.036,0.216,0.252
581,Either Emily or Thomas is a cleaner,Emily is a cleaner,0.266,0.611,0.123,neutral,Thomas is a cleaner,0.525,0.409,0.065,entailment,0.519,Either Thomas or Emily is a cleaner,Emily is a cleaner,0.212,0.647,0.142,neutral,Thomas is a cleaner,0.387,0.507,0.106,neutral,0.351,0.108,0.277,0.385
582,Either Tanisha or Tim is a gambler,Tanisha is a gambler,0.566,0.405,0.029,entailment,Tim is a gambler,0.754,0.216,0.030,entailment,0.379,Either Tim or Tanisha is a gambler,Tanisha is a gambler,0.572,0.400,0.028,entailment,Tim is a gambler,0.399,0.490,0.111,neutral,0.346,0.013,0.710,0.722
583,Either Claire or Jaleel is a clerk,Claire is a clerk,0.895,0.079,0.025,entailment,Jaleel is a clerk,0.921,0.069,0.011,entailment,0.051,Either Jaleel or Claire is a clerk,Claire is a clerk,0.900,0.071,0.029,entailment,Jaleel is a clerk,0.929,0.062,0.010,entailment,0.058,0.018,0.016,0.034
584,Either Anita or Jesus is a hostess,Anita is a hostess,0.756,0.141,0.103,entailment,Jesus is a hostess,0.202,0.433,0.365,neutral,1.109,Either Jesus or Anita is a hostess,Anita is a hostess,0.617,0.187,0.196,entailment,Jesus is a hostess,0.174,0.487,0.338,neutral,0.884,0.280,0.108,0.387
585,Either Megan or Steve is an employee,Megan is an employee,0.665,0.257,0.078,entailment,Steve is an employee,0.651,0.252,0.097,entailment,0.038,Either Steve or Megan is an employee,Megan is an employee,0.599,0.309,0.092,entailment,Steve is an employee,0.729,0.196,0.075,entailment,0.259,0.132,0.156,0.288
586,Either Candy or Billy is a teacher,Candy is a teacher,0.662,0.266,0.072,entailment,Billy is a teacher,0.700,0.176,0.124,entailment,0.181,Either Billy or Candy is a teacher,Candy is a teacher,0.531,0.341,0.128,entailment,Billy is a teacher,0.441,0.331,0.228,entailment,0.200,0.261,0.518,0.778
587,Either Ruby or Connor is a tailor,Ruby is a tailor,0.727,0.189,0.084,entailment,Connor is a tailor,0.619,0.312,0.069,entailment,0.246,Either Connor or Ruby is a tailor,Ruby is a tailor,0.786,0.167,0.047,entailment,Connor is a tailor,0.678,0.254,0.068,entailment,0.216,0.118,0.117,0.235
588,Either Barbara or Cazar is a judge,Barbara is a judge,0.506,0.339,0.155,entailment,Cazar is a judge,0.571,0.313,0.116,entailment,0.131,Either Cazar or Barbara is a judge,Barbara is a judge,0.599,0.281,0.120,entailment,Cazar is a judge,0.625,0.275,0.100,entailment,0.052,0.187,0.108,0.294
589,Either Anita or Jose is a pianist,Anita is a pianist,0.678,0.250,0.071,entailment,Jose is a pianist,0.705,0.174,0.121,entailment,0.153,Either Jose or Anita is a pianist,Anita is a pianist,0.611,0.296,0.093,entailment,Jose is a pianist,0.658,0.207,0.135,entailment,0.179,0.135,0.094,0.229
590,Either Tina or Mack is an accountant,Tina is an accountant,0.577,0.362,0.061,entailment,Mack is an accountant,0.717,0.221,0.062,entailment,0.281,Either Mack or Tina is an accountant,Tina is an accountant,0.602,0.329,0.069,entailment,Mack is an accountant,0.764,0.180,0.055,entailment,0.325,0.066,0.095,0.161
591,Either Joan or Edward is a physicist,Joan is a physicist,0.481,0.408,0.110,entailment,Edward is a physicist,0.570,0.304,0.126,entailment,0.208,Either Edward or Joan is a physicist,Joan is a physicist,0.489,0.393,0.119,entailment,Edward is a physicist,0.391,0.373,0.236,entailment,0.235,0.031,0.356,0.387
592,Either Bai or Steve is a housekeeper,Bai is a housekeeper,0.810,0.119,0.071,entailment,Steve is a housekeeper,0.828,0.086,0.086,entailment,0.066,Either Steve or Bai is a housekeeper,Bai is a housekeeper,0.721,0.155,0.124,entailment,Steve is a housekeeper,0.661,0.223,0.115,entailment,0.137,0.178,0.334,0.512
593,Either Benny or DeShawn is an inspector,Benny is an inspector,0.671,0.207,0.121,entailment,DeShawn is an inspector,0.591,0.257,0.152,entailment,0.161,Either DeShawn or Benny is an inspector,Benny is an inspector,0.745,0.172,0.083,entailment,DeShawn is an inspector,0.639,0.236,0.125,entailment,0.212,0.146,0.095,0.242
594,Either Liz or Jimmy is a dealer,Liz is a dealer,0.571,0.347,0.081,entailment,Jimmy is a dealer,0.617,0.315,0.068,entailment,0.090,Either Jimmy or Liz is a dealer,Liz is a dealer,0.428,0.474,0.097,neutral,Jimmy is a dealer,0.428,0.423,0.148,entailment,0.102,0.286,0.377,0.663
595,Either Olga or Ming is a historian,Olga is a historian,0.565,0.365,0.070,entailment,Ming is a historian,0.606,0.341,0.052,entailment,0.082,Either Ming or Olga is a historian,Olga is a historian,0.570,0.357,0.074,entailment,Ming is a historian,0.669,0.286,0.046,entailment,0.198,0.017,0.125,0.142
596,Either Lily or Chen Wu is a theologian,Lily is a theologian,0.393,0.550,0.057,neutral,Chen Wu is a theologian,0.783,0.177,0.041,entailment,0.779,Either Chen Wu or Lily is a theologian,Lily is a theologian,0.543,0.389,0.068,entailment,Chen Wu is a theologian,0.723,0.215,0.061,entailment,0.360,0.323,0.118,0.441
597,Either Meghan or Miguel is a manager,Meghan is a manager,0.458,0.436,0.106,entailment,Miguel is a manager,0.898,0.072,0.030,entailment,0.879,Either Miguel or Meghan is a manager,Meghan is a manager,0.501,0.393,0.105,entailment,Miguel is a manager,0.781,0.148,0.070,entailment,0.560,0.086,0.233,0.319
598,Either Erica or Kevin is a chef,Erica is a chef,0.674,0.235,0.091,entailment,Kevin is a chef,0.712,0.184,0.104,entailment,0.102,Either Kevin or Erica is a chef,Erica is a chef,0.591,0.266,0.143,entailment,Kevin is a chef,0.504,0.361,0.135,entailment,0.189,0.167,0.417,0.584
599,Either Benny or Carl is a hairdresser,Benny is a hairdresser,0.863,0.091,0.046,entailment,Carl is a hairdresser,0.786,0.146,0.068,entailment,0.152,Either Carl or Benny is a hairdresser,Benny is a hairdresser,0.846,0.100,0.054,entailment,Carl is a hairdresser,0.726,0.175,0.099,entailment,0.240,0.033,0.120,0.153
600,Either Vrenna or Louis is a builder,Vrenna is a builder,0.784,0.194,0.021,entailment,Louis is a builder,0.864,0.109,0.027,entailment,0.171,Either Louis or Vrenna is a builder,Vrenna is a builder,0.783,0.197,0.020,entailment,Louis is a builder,0.802,0.166,0.031,entailment,0.062,0.006,0.124,0.130
601,Either Tricia or Sheng Lee is a commander,Tricia is a commander,0.581,0.318,0.101,entailment,Sheng Lee is a commander,0.825,0.119,0.056,entailment,0.489,Either Sheng Lee or Tricia is a commander,Tricia is a commander,0.712,0.217,0.072,entailment,Sheng Lee is a commander,0.622,0.245,0.132,entailment,0.179,0.262,0.405,0.667
602,Either Naomi or Adrin is an umpire,Naomi is an umpire,0.465,0.332,0.203,entailment,Adrin is an umpire,0.542,0.258,0.200,entailment,0.155,Either Adrin or Naomi is an umpire,Naomi is an umpire,0.578,0.263,0.159,entailment,Adrin is an umpire,0.617,0.250,0.133,entailment,0.079,0.227,0.150,0.377
603,Either Candice or Mitchell is a poet,Candice is a poet,0.800,0.161,0.039,entailment,Mitchell is a poet,0.747,0.181,0.071,entailment,0.106,Either Mitchell or Candice is a poet,Candice is a poet,0.785,0.162,0.053,entailment,Mitchell is a poet,0.745,0.191,0.065,entailment,0.080,0.032,0.019,0.051
604,Either Tina or Rajeev is a detective,Tina is a detective,0.608,0.332,0.060,entailment,Rajeev is a detective,0.783,0.173,0.044,entailment,0.349,Either Rajeev or Tina is a detective,Tina is a detective,0.647,0.303,0.049,entailment,Rajeev is a detective,0.789,0.170,0.041,entailment,0.283,0.078,0.012,0.090
605,Either Molly or Ronnie is a grocer,Molly is a grocer,0.701,0.187,0.112,entailment,Ronnie is a grocer,0.646,0.181,0.173,entailment,0.122,Either Ronnie or Molly is a grocer,Molly is a grocer,0.616,0.240,0.143,entailment,Ronnie is a grocer,0.647,0.203,0.150,entailment,0.076,0.169,0.046,0.215
606,Either Barbara or Juan is a chef,Barbara is a chef,0.616,0.288,0.096,entailment,Juan is a chef,0.748,0.156,0.096,entailment,0.264,Either Juan or Barbara is a chef,Barbara is a chef,0.510,0.356,0.135,entailment,Juan is a chef,0.767,0.150,0.083,entailment,0.516,0.213,0.039,0.252
607,Either Erica or Rocco is a teacher,Erica is a teacher,0.698,0.238,0.063,entailment,Rocco is a teacher,0.752,0.185,0.063,entailment,0.107,Either Rocco or Erica is a teacher,Erica is a teacher,0.815,0.118,0.067,entailment,Rocco is a teacher,0.712,0.218,0.070,entailment,0.207,0.241,0.079,0.320
608,Either Juliette or Tim is an economist,Juliette is an economist,0.596,0.357,0.047,entailment,Tim is an economist,0.626,0.306,0.068,entailment,0.103,Either Tim or Juliette is an economist,Juliette is an economist,0.623,0.321,0.056,entailment,Tim is an economist,0.436,0.449,0.114,neutral,0.374,0.072,0.379,0.452
609,Either Vrenna or Kariem is a performing artist,Vrenna is a performing artist,0.853,0.112,0.035,entailment,Kariem is a performing artist,0.866,0.087,0.047,entailment,0.051,Either Kariem or Vrenna is a performing artist,Vrenna is a performing artist,0.848,0.112,0.040,entailment,Kariem is a performing artist,0.891,0.074,0.035,entailment,0.085,0.010,0.050,0.060
610,Either Sally or Val is a chemist,Sally is a chemist,0.537,0.334,0.129,entailment,Val is a chemist,0.533,0.360,0.106,entailment,0.053,Either Val or Sally is a chemist,Sally is a chemist,0.489,0.414,0.097,entailment,Val is a chemist,0.508,0.369,0.123,entailment,0.091,0.161,0.050,0.211
611,Either Candice or Andrew is a swimmer,Candice is a swimmer,0.648,0.328,0.024,entailment,Andrew is a swimmer,0.678,0.295,0.028,entailment,0.066,Either Andrew or Candice is a swimmer,Candice is a swimmer,0.692,0.287,0.021,entailment,Andrew is a swimmer,0.463,0.490,0.047,neutral,0.458,0.088,0.429,0.517
612,Either Meghan or Marquis is a bartender,Meghan is a bartender,0.731,0.203,0.066,entailment,Marquis is a bartender,0.899,0.067,0.034,entailment,0.336,Either Marquis or Meghan is a bartender,Meghan is a bartender,0.816,0.142,0.042,entailment,Marquis is a bartender,0.904,0.059,0.037,entailment,0.174,0.170,0.016,0.187
613,Either Lily or Marquis is a pianist,Lily is a pianist,0.738,0.189,0.073,entailment,Marquis is a pianist,0.830,0.114,0.056,entailment,0.184,Either Marquis or Lily is a pianist,Lily is a pianist,0.780,0.137,0.082,entailment,Marquis is a pianist,0.847,0.101,0.052,entailment,0.134,0.103,0.034,0.137
614,Either Paula or Joey is a historian,Paula is a historian,0.313,0.501,0.186,neutral,Joey is a historian,0.247,0.517,0.236,neutral,0.132,Either Joey or Paula is a historian,Paula is a historian,0.299,0.542,0.159,neutral,Joey is a historian,0.254,0.560,0.186,neutral,0.090,0.082,0.099,0.181
615,Either Candace or Kwame is an architect,Candace is an architect,0.851,0.105,0.044,entailment,Kwame is an architect,0.875,0.089,0.036,entailment,0.049,Either Kwame or Candace is an architect,Candace is an architect,0.819,0.119,0.062,entailment,Kwame is an architect,0.847,0.101,0.052,entailment,0.058,0.065,0.056,0.120
616,Either Anne or Javier is a tailor,Anne is a tailor,0.432,0.455,0.113,neutral,Javier is a tailor,0.839,0.117,0.043,entailment,0.814,Either Javier or Anne is a tailor,Anne is a tailor,0.498,0.403,0.098,entailment,Javier is a tailor,0.709,0.207,0.084,entailment,0.422,0.132,0.260,0.392
617,Either Greta or Cazar is an office worker,Greta is an office worker,0.859,0.121,0.019,entailment,Cazar is an office worker,0.844,0.138,0.018,entailment,0.033,Either Cazar or Greta is an office worker,Greta is an office worker,0.878,0.104,0.018,entailment,Cazar is an office worker,0.883,0.098,0.019,entailment,0.011,0.037,0.080,0.117
618,Either Jennifer or Shane is an attendant,Jennifer is an attendant,0.425,0.411,0.164,entailment,Shane is an attendant,0.644,0.236,0.120,entailment,0.438,Either Shane or Jennifer is an attendant,Jennifer is an attendant,0.502,0.325,0.173,entailment,Shane is an attendant,0.756,0.158,0.086,entailment,0.509,0.171,0.224,0.395
619,Either Kia or Juan is a cleric,Kia is a cleric,0.830,0.141,0.029,entailment,Juan is a cleric,0.898,0.081,0.021,entailment,0.137,Either Juan or Kia is a cleric,Kia is a cleric,0.712,0.222,0.066,entailment,Juan is a cleric,0.887,0.085,0.028,entailment,0.350,0.235,0.023,0.258
620,Either Priya or Joe is a farmer,Priya is a farmer,0.650,0.294,0.056,entailment,Joe is a farmer,0.644,0.255,0.101,entailment,0.090,Either Joe or Priya is a farmer,Priya is a farmer,0.681,0.239,0.080,entailment,Joe is a farmer,0.540,0.308,0.152,entailment,0.284,0.111,0.209,0.320
621,Either Ebony or Dylan is a professor,Ebony is a professor,0.473,0.341,0.186,entailment,Dylan is a professor,0.776,0.092,0.132,entailment,0.607,Either Dylan or Ebony is a professor,Ebony is a professor,0.641,0.238,0.121,entailment,Dylan is a professor,0.571,0.155,0.274,entailment,0.307,0.336,0.411,0.747
622,Either Amy or Fred is a physician,Amy is a physician,0.450,0.351,0.199,entailment,Fred is a physician,0.495,0.377,0.128,entailment,0.141,Either Fred or Amy is a physician,Amy is a physician,0.508,0.366,0.126,entailment,Fred is a physician,0.349,0.453,0.197,neutral,0.317,0.146,0.290,0.436
623,Either Naomi or Jaleel is a CEO,Naomi is a CEO,0.524,0.310,0.166,entailment,Jaleel is a CEO,0.833,0.115,0.052,entailment,0.618,Either Jaleel or Naomi is a CEO,Naomi is a CEO,0.650,0.231,0.119,entailment,Jaleel is a CEO,0.762,0.145,0.093,entailment,0.223,0.252,0.143,0.395
624,Either Emily or Manuel is a scientist,Emily is a scientist,0.238,0.647,0.115,neutral,Manuel is a scientist,0.597,0.328,0.075,entailment,0.718,Either Manuel or Emily is a scientist,Emily is a scientist,0.312,0.550,0.139,neutral,Manuel is a scientist,0.591,0.309,0.100,entailment,0.559,0.195,0.049,0.244
625,Either Kia or Cole is a judge,Kia is a judge,0.554,0.346,0.100,entailment,Cole is a judge,0.716,0.207,0.077,entailment,0.324,Either Cole or Kia is a judge,Kia is a judge,0.596,0.289,0.115,entailment,Cole is a judge,0.574,0.300,0.126,entailment,0.044,0.115,0.285,0.400
626,Either Candice or Edward is a security guard,Candice is a security guard,0.894,0.078,0.028,entailment,Edward is a security guard,0.911,0.055,0.034,entailment,0.046,Either Edward or Candice is a security guard,Candice is a security guard,0.866,0.099,0.035,entailment,Edward is a security guard,0.795,0.127,0.078,entailment,0.143,0.056,0.233,0.289
627,Either Susan or Aaron is a pilot,Susan is a pilot,0.245,0.586,0.169,neutral,Aaron is a pilot,0.400,0.388,0.213,entailment,0.397,Either Aaron or Susan is a pilot,Susan is a pilot,0.428,0.428,0.144,neutral,Aaron is a pilot,0.434,0.362,0.203,entailment,0.132,0.366,0.070,0.436
628,Either Molly or Ming is a dealer,Molly is a dealer,0.629,0.290,0.081,entailment,Ming is a dealer,0.594,0.322,0.084,entailment,0.070,Either Ming or Molly is a dealer,Molly is a dealer,0.557,0.332,0.111,entailment,Ming is a dealer,0.646,0.281,0.073,entailment,0.176,0.144,0.103,0.246
629,Either Susan or John is an entrepreneur,Susan is an entrepreneur,0.397,0.452,0.152,neutral,John is an entrepreneur,0.350,0.460,0.190,neutral,0.094,Either John or Susan is an entrepreneur,Susan is an entrepreneur,0.490,0.381,0.129,entailment,John is an entrepreneur,0.308,0.426,0.266,neutral,0.363,0.186,0.151,0.337
630,Either Meghan or Terrance is an astronomer,Meghan is an astronomer,0.532,0.399,0.069,entailment,Terrance is an astronomer,0.749,0.196,0.055,entailment,0.433,Either Terrance or Meghan is an astronomer,Meghan is an astronomer,0.589,0.341,0.070,entailment,Terrance is an astronomer,0.790,0.165,0.046,entailment,0.400,0.116,0.082,0.198
