,prem,hypo1,hypo2,score1,score2,diff
389,Either Mitchell or Priya are a cleric,Mitchell is a cleric,Priya is a cleric,"{'entailment': '0.85', 'neutral': '0.11', 'contradiction': '0.05'}","{'entailment': '0.76', 'neutral': '0.16', 'contradiction': '0.07'}",0.15999999999999998
347,Either Sammy or Missy are an administrator,Sammy is an administrator,Missy is an administrator,"{'entailment': '0.86', 'neutral': '0.08', 'contradiction': '0.06'}","{'entailment': '0.94', 'neutral': '0.05', 'contradiction': '0.01'}",0.15999999999999995
67,Either Bradford or Cheryl are a clerk,Bradford is a clerk,Cheryl is a clerk,"{'entailment': '0.74', 'neutral': '0.22', 'contradiction': '0.04'}","{'entailment': '0.66', 'neutral': '0.30', 'contradiction': '0.04'}",0.15999999999999995
280,Either Scott or Nina are a chess player,Scott is a chess player,Nina is a chess player,"{'entailment': '0.83', 'neutral': '0.11', 'contradiction': '0.07'}","{'entailment': '0.74', 'neutral': '0.16', 'contradiction': '0.09'}",0.15999999999999995
163,Either Tyrone or Fabioloa are a firefighter,Tyrone is a firefighter,Fabioloa is a firefighter,"{'entailment': '0.78', 'neutral': '0.16', 'contradiction': '0.06'}","{'entailment': '0.86', 'neutral': '0.10', 'contradiction': '0.04'}",0.15999999999999995
159,Either James or Kathy are a handball player,James is a handball player,Kathy is a handball player,"{'entailment': '0.72', 'neutral': '0.14', 'contradiction': '0.15'}","{'entailment': '0.79', 'neutral': '0.13', 'contradiction': '0.08'}",0.15000000000000008
281,Either Chen Wee or Joanne are a cashier,Chen Wee is a cashier,Joanne is a cashier,"{'entailment': '0.73', 'neutral': '0.14', 'contradiction': '0.14'}","{'entailment': '0.80', 'neutral': '0.11', 'contradiction': '0.09'}",0.15000000000000008
168,Either Billy or Erica are a mathematician,Billy is a mathematician,Erica is a mathematician,"{'entailment': '0.69', 'neutral': '0.15', 'contradiction': '0.16'}","{'entailment': '0.76', 'neutral': '0.16', 'contradiction': '0.09'}",0.15000000000000008
428,Either Denny or Molly are a judge,Denny is a judge,Molly is a judge,"{'entailment': '0.58', 'neutral': '0.25', 'contradiction': '0.17'}","{'entailment': '0.64', 'neutral': '0.26', 'contradiction': '0.09'}",0.15000000000000008
192,Either Seth or Anna are a cleric,Seth is a cleric,Anna is a cleric,"{'entailment': '0.84', 'neutral': '0.09', 'contradiction': '0.06'}","{'entailment': '0.92', 'neutral': '0.07', 'contradiction': '0.01'}",0.15000000000000005
421,Either Carlos or Jen are a teacher,Carlos is a teacher,Jen is a teacher,"{'entailment': '0.77', 'neutral': '0.14', 'contradiction': '0.09'}","{'entailment': '0.70', 'neutral': '0.19', 'contradiction': '0.12'}",0.15000000000000005
285,Either Fred or Flora are a tailor,Fred is a tailor,Flora is a tailor,"{'entailment': '0.62', 'neutral': '0.23', 'contradiction': '0.14'}","{'entailment': '0.66', 'neutral': '0.27', 'contradiction': '0.07'}",0.15000000000000005
407,Either Ronald or Benny are a physicist,Ronald is a physicist,Benny is a physicist,"{'entailment': '0.84', 'neutral': '0.11', 'contradiction': '0.06'}","{'entailment': '0.91', 'neutral': '0.07', 'contradiction': '0.02'}",0.15000000000000005
343,Either Fred or Fabioloa are a construction worker,Fred is a construction worker,Fabioloa is a construction worker,"{'entailment': '0.75', 'neutral': '0.13', 'contradiction': '0.13'}","{'entailment': '0.79', 'neutral': '0.16', 'contradiction': '0.05'}",0.15000000000000002
436,Either Cody or Abigail are an employment,Cody is an employment,Abigail is an employment,"{'entailment': '0.75', 'neutral': '0.08', 'contradiction': '0.16'}","{'entailment': '0.75', 'neutral': '0.16', 'contradiction': '0.09'}",0.15000000000000002
419,Either Miguel or Janice are an aeronautical engineer,Miguel is an aeronautical engineer,Janice is an aeronautical engineer,"{'entailment': '0.55', 'neutral': '0.34', 'contradiction': '0.11'}","{'entailment': '0.63', 'neutral': '0.31', 'contradiction': '0.07'}",0.14999999999999997
499,Either Mack or Sharon are an opera singer,Mack is an opera singer,Sharon is an opera singer,"{'entailment': '0.79', 'neutral': '0.10', 'contradiction': '0.10'}","{'entailment': '0.86', 'neutral': '0.11', 'contradiction': '0.03'}",0.14999999999999997
242,Either Spence or Lena are a secretary,Spence is a secretary,Lena is a secretary,"{'entailment': '0.83', 'neutral': '0.08', 'contradiction': '0.08'}","{'entailment': '0.78', 'neutral': '0.16', 'contradiction': '0.06'}",0.14999999999999997
259,Either Tyresse or Sue are a janitor,Tyresse is a janitor,Sue is a janitor,"{'entailment': '0.75', 'neutral': '0.16', 'contradiction': '0.09'}","{'entailment': '0.83', 'neutral': '0.14', 'contradiction': '0.04'}",0.14999999999999994
318,Either Erik or Joyce are a civil,Erik is a civil,Joyce is a civil,"{'entailment': '0.64', 'neutral': '0.29', 'contradiction': '0.08'}","{'entailment': '0.71', 'neutral': '0.23', 'contradiction': '0.06'}",0.1499999999999999
348,Either Alan or Joyce are a cleric,Alan is a cleric,Joyce is a cleric,"{'entailment': '0.74', 'neutral': '0.19', 'contradiction': '0.07'}","{'entailment': '0.81', 'neutral': '0.14', 'contradiction': '0.05'}",0.14000000000000007
457,Either Mohammad or Carla are a hostess,Mohammad is a hostess,Carla is a hostess,"{'entailment': '0.86', 'neutral': '0.09', 'contradiction': '0.05'}","{'entailment': '0.93', 'neutral': '0.06', 'contradiction': '0.01'}",0.14000000000000007
187,Either Joxer or Marie are a gambler,Joxer is a gambler,Marie is a gambler,"{'entailment': '0.86', 'neutral': '0.07', 'contradiction': '0.07'}","{'entailment': '0.93', 'neutral': '0.05', 'contradiction': '0.02'}",0.14000000000000007
346,Either Perth or Kassandra are a physicist,Perth is a physicist,Kassandra is a physicist,"{'entailment': '0.73', 'neutral': '0.19', 'contradiction': '0.08'}","{'entailment': '0.80', 'neutral': '0.17', 'contradiction': '0.03'}",0.14000000000000007
433,Either Amhad or Raven are a nurse,Amhad is a nurse,Raven is a nurse,"{'entailment': '0.71', 'neutral': '0.15', 'contradiction': '0.14'}","{'entailment': '0.74', 'neutral': '0.19', 'contradiction': '0.07'}",0.14000000000000004
66,Either Rajeev or Jennifer are a lifeguard,Rajeev is a lifeguard,Jennifer is a lifeguard,"{'entailment': '0.80', 'neutral': '0.11', 'contradiction': '0.09'}","{'entailment': '0.76', 'neutral': '0.18', 'contradiction': '0.06'}",0.14
374,Either LeShawn or Veronica are a handyman,LeShawn is a handyman,Veronica is a handyman,"{'entailment': '0.80', 'neutral': '0.14', 'contradiction': '0.06'}","{'entailment': '0.74', 'neutral': '0.21', 'contradiction': '0.05'}",0.14
461,Either Ryan or Amy are a pensioner,Ryan is a pensioner,Amy is a pensioner,"{'entailment': '0.69', 'neutral': '0.23', 'contradiction': '0.08'}","{'entailment': '0.70', 'neutral': '0.29', 'contradiction': '0.01'}",0.13999999999999999
96,Either Bill or Ashley are an entrepreneur,Bill is an entrepreneur,Ashley is an entrepreneur,"{'entailment': '0.86', 'neutral': '0.11', 'contradiction': '0.04'}","{'entailment': '0.79', 'neutral': '0.16', 'contradiction': '0.06'}",0.13999999999999996
405,Either Mattie or Marie are a comedian,Mattie is a comedian,Marie is a comedian,"{'entailment': '0.94', 'neutral': '0.04', 'contradiction': '0.02'}","{'entailment': '0.87', 'neutral': '0.07', 'contradiction': '0.06'}",0.13999999999999996
292,Either Edward or Candace are a receptionist,Edward is a receptionist,Candace is a receptionist,"{'entailment': '0.64', 'neutral': '0.25', 'contradiction': '0.11'}","{'entailment': '0.71', 'neutral': '0.22', 'contradiction': '0.07'}",0.13999999999999996
376,Either Andy or Susan are a linguist,Andy is a linguist,Susan is a linguist,"{'entailment': '0.77', 'neutral': '0.14', 'contradiction': '0.09'}","{'entailment': '0.84', 'neutral': '0.11', 'contradiction': '0.05'}",0.13999999999999996
165,Either Denny or Abigail are a teacher,Denny is a teacher,Abigail is a teacher,"{'entailment': '0.76', 'neutral': '0.11', 'contradiction': '0.13'}","{'entailment': '0.83', 'neutral': '0.11', 'contradiction': '0.06'}",0.13999999999999996
323,Either Ronald or Fabioloa are a coach,Ronald is a coach,Fabioloa is a coach,"{'entailment': '0.79', 'neutral': '0.10', 'contradiction': '0.11'}","{'entailment': '0.85', 'neutral': '0.11', 'contradiction': '0.04'}",0.13999999999999996
174,Either Tyresse or Beyonce are a mathematician,Tyresse is a mathematician,Beyonce is a mathematician,"{'entailment': '0.88', 'neutral': '0.07', 'contradiction': '0.05'}","{'entailment': '0.81', 'neutral': '0.13', 'contradiction': '0.06'}",0.13999999999999996
97,Either Raymond or Paula are a housekeeper,Raymond is a housekeeper,Paula is a housekeeper,"{'entailment': '0.77', 'neutral': '0.13', 'contradiction': '0.10'}","{'entailment': '0.84', 'neutral': '0.11', 'contradiction': '0.05'}",0.13999999999999996
284,Either Jamal or Rachel are a professor,Jamal is a professor,Rachel is a professor,"{'entailment': '0.74', 'neutral': '0.16', 'contradiction': '0.11'}","{'entailment': '0.79', 'neutral': '0.17', 'contradiction': '0.04'}",0.13000000000000006
393,Either Marcus or Missy are an economist,Marcus is an economist,Missy is an economist,"{'entailment': '0.76', 'neutral': '0.14', 'contradiction': '0.09'}","{'entailment': '0.83', 'neutral': '0.12', 'contradiction': '0.05'}",0.12999999999999995
53,Either Tammy or Craig are an actor,Tammy is an actor,Craig is an actor,"{'entailment': '0.76', 'neutral': '0.11', 'contradiction': '0.13'}","{'entailment': '0.82', 'neutral': '0.12', 'contradiction': '0.07'}",0.12999999999999995
59,Either Muhammad or Cindy are an illustrator,Muhammad is an illustrator,Cindy is an illustrator,"{'entailment': '0.80', 'neutral': '0.08', 'contradiction': '0.11'}","{'entailment': '0.87', 'neutral': '0.08', 'contradiction': '0.05'}",0.12999999999999995
466,Either Jesus or Tina are an airman,Jesus is an airman,Tina is an airman,"{'entailment': '0.85', 'neutral': '0.10', 'contradiction': '0.04'}","{'entailment': '0.79', 'neutral': '0.14', 'contradiction': '0.07'}",0.12999999999999995
4,Either Billy or Melissa are a performing artist,Billy is a performing artist,Melissa is a performing artist,"{'entailment': '0.83', 'neutral': '0.09', 'contradiction': '0.08'}","{'entailment': '0.76', 'neutral': '0.13', 'contradiction': '0.10'}",0.12999999999999995
235,Either Lloyd or Claire are a psychologist,Lloyd is a psychologist,Claire is a psychologist,"{'entailment': '0.67', 'neutral': '0.20', 'contradiction': '0.13'}","{'entailment': '0.71', 'neutral': '0.23', 'contradiction': '0.07'}",0.12999999999999992
379,Either DeAndre or Meghan are a magician,DeAndre is a magician,Meghan is a magician,"{'entailment': '0.68', 'neutral': '0.19', 'contradiction': '0.14'}","{'entailment': '0.72', 'neutral': '0.21', 'contradiction': '0.07'}",0.12999999999999992
81,Either Cole or Priya are a supervisor,Cole is a supervisor,Priya is a supervisor,"{'entailment': '0.81', 'neutral': '0.08', 'contradiction': '0.11'}","{'entailment': '0.75', 'neutral': '0.11', 'contradiction': '0.14'}",0.12000000000000006
286,Either Josh or Tuppence are an accountant,Josh is an accountant,Tuppence is an accountant,"{'entailment': '0.69', 'neutral': '0.21', 'contradiction': '0.10'}","{'entailment': '0.75', 'neutral': '0.19', 'contradiction': '0.06'}",0.12000000000000005
302,Either Carl or Joyce are a barber,Carl is a barber,Joyce is a barber,"{'entailment': '0.84', 'neutral': '0.10', 'contradiction': '0.06'}","{'entailment': '0.90', 'neutral': '0.07', 'contradiction': '0.03'}",0.12000000000000005
184,Either Shane or Kassidy are a mathematician,Shane is a mathematician,Kassidy is a mathematician,"{'entailment': '0.87', 'neutral': '0.10', 'contradiction': '0.03'}","{'entailment': '0.93', 'neutral': '0.06', 'contradiction': '0.01'}",0.12000000000000005
52,Either Sudeep or Beth are a janitor,Sudeep is a janitor,Beth is a janitor,"{'entailment': '0.67', 'neutral': '0.26', 'contradiction': '0.06'}","{'entailment': '0.62', 'neutral': '0.33', 'contradiction': '0.06'}",0.12000000000000005
441,Either Spence or Ellen are a cook,Spence is a cook,Ellen is a cook,"{'entailment': '0.77', 'neutral': '0.14', 'contradiction': '0.09'}","{'entailment': '0.71', 'neutral': '0.17', 'contradiction': '0.12'}",0.12000000000000005
9,Either Ronald or Brittany are an executive,Ronald is an executive,Brittany is an executive,"{'entailment': '0.86', 'neutral': '0.09', 'contradiction': '0.05'}","{'entailment': '0.92', 'neutral': '0.07', 'contradiction': '0.01'}",0.12000000000000005
11,Either Jacob or LaShawnda are a radiologist,Jacob is a radiologist,LaShawnda is a radiologist,"{'entailment': '0.90', 'neutral': '0.06', 'contradiction': '0.04'}","{'entailment': '0.84', 'neutral': '0.11', 'contradiction': '0.05'}",0.12000000000000005
422,Either Steven or Shelly are a receptionist,Steven is a receptionist,Shelly is a receptionist,"{'entailment': '0.69', 'neutral': '0.14', 'contradiction': '0.17'}","{'entailment': '0.74', 'neutral': '0.15', 'contradiction': '0.11'}",0.12000000000000004
465,Either Aaron or Camille are a hostess,Aaron is a hostess,Camille is a hostess,"{'entailment': '0.79', 'neutral': '0.11', 'contradiction': '0.10'}","{'entailment': '0.78', 'neutral': '0.17', 'contradiction': '0.05'}",0.12000000000000002
191,Either Jason or Cindy are an opera singer,Jason is an opera singer,Cindy is an opera singer,"{'entailment': '0.74', 'neutral': '0.14', 'contradiction': '0.12'}","{'entailment': '0.72', 'neutral': '0.20', 'contradiction': '0.08'}",0.12000000000000001
103,Either Brent or Maya are a boxer,Brent is a boxer,Maya is a boxer,"{'entailment': '0.60', 'neutral': '0.27', 'contradiction': '0.13'}","{'entailment': '0.63', 'neutral': '0.30', 'contradiction': '0.07'}",0.12
355,Either Ed or Amy are an academic,Ed is an academic,Amy is an academic,"{'entailment': '0.83', 'neutral': '0.11', 'contradiction': '0.06'}","{'entailment': '0.77', 'neutral': '0.17', 'contradiction': '0.06'}",0.11999999999999995
29,Either Jeremy or Joyce are an aeronautical engineer,Jeremy is an aeronautical engineer,Joyce is an aeronautical engineer,"{'entailment': '0.76', 'neutral': '0.16', 'contradiction': '0.08'}","{'entailment': '0.82', 'neutral': '0.11', 'contradiction': '0.07'}",0.11999999999999994
211,Either Andrew or Veronica are a designer,Andrew is a designer,Veronica is a designer,"{'entailment': '0.86', 'neutral': '0.10', 'contradiction': '0.04'}","{'entailment': '0.80', 'neutral': '0.15', 'contradiction': '0.05'}",0.11999999999999994
56,Either Andy or Claire are an artist,Andy is an artist,Claire is an artist,"{'entailment': '0.94', 'neutral': '0.04', 'contradiction': '0.02'}","{'entailment': '0.88', 'neutral': '0.07', 'contradiction': '0.05'}",0.11999999999999994
468,Either Jafari or Juliette are a manager,Jafari is a manager,Juliette is a manager,"{'entailment': '0.78', 'neutral': '0.13', 'contradiction': '0.09'}","{'entailment': '0.84', 'neutral': '0.13', 'contradiction': '0.03'}",0.11999999999999994
316,Either Alexander or Patricia are a performing artist,Alexander is a performing artist,Patricia is a performing artist,"{'entailment': '0.67', 'neutral': '0.24', 'contradiction': '0.09'}","{'entailment': '0.73', 'neutral': '0.22', 'contradiction': '0.05'}",0.11999999999999993
417,Either Joey or Jennifer are a security guard,Joey is a security guard,Jennifer is a security guard,"{'entailment': '0.80', 'neutral': '0.11', 'contradiction': '0.09'}","{'entailment': '0.85', 'neutral': '0.12', 'contradiction': '0.03'}",0.11999999999999993
366,Either Kevin or Monica are a postman,Kevin is a postman,Monica is a postman,"{'entailment': '0.85', 'neutral': '0.09', 'contradiction': '0.06'}","{'entailment': '0.80', 'neutral': '0.15', 'contradiction': '0.05'}",0.11999999999999993
206,Either Shawn or Celia are a performing artist,Shawn is a performing artist,Celia is a performing artist,"{'entailment': '0.78', 'neutral': '0.18', 'contradiction': '0.04'}","{'entailment': '0.82', 'neutral': '0.12', 'contradiction': '0.06'}",0.11999999999999991
330,Either Shane or Shelly are a pilot,Shane is a pilot,Shelly is a pilot,"{'entailment': '0.67', 'neutral': '0.29', 'contradiction': '0.04'}","{'entailment': '0.71', 'neutral': '0.23', 'contradiction': '0.06'}",0.11999999999999988
155,Either Brian or Shaniqua are a civil,Brian is a civil,Shaniqua is a civil,"{'entailment': '0.67', 'neutral': '0.29', 'contradiction': '0.04'}","{'entailment': '0.70', 'neutral': '0.23', 'contradiction': '0.07'}",0.11999999999999988
427,Either Benjamin or Raven are an inspector,Benjamin is an inspector,Raven is an inspector,"{'entailment': '0.86', 'neutral': '0.07', 'contradiction': '0.08'}","{'entailment': '0.91', 'neutral': '0.06', 'contradiction': '0.03'}",0.11000000000000006
331,Either Joe or Claire are an airman,Joe is an airman,Claire is an airman,"{'entailment': '0.88', 'neutral': '0.06', 'contradiction': '0.05'}","{'entailment': '0.84', 'neutral': '0.12', 'contradiction': '0.04'}",0.11000000000000004
13,Either Mitchell or Kathy are an academic,Mitchell is an academic,Kathy is an academic,"{'entailment': '0.90', 'neutral': '0.06', 'contradiction': '0.04'}","{'entailment': '0.86', 'neutral': '0.12', 'contradiction': '0.03'}",0.11000000000000004
119,Either Hunter or Carrie are an airman,Hunter is an airman,Carrie is an airman,"{'entailment': '0.83', 'neutral': '0.15', 'contradiction': '0.03'}","{'entailment': '0.88', 'neutral': '0.09', 'contradiction': '0.03'}",0.11000000000000004
93,Either Alfred or Janice are a lawyer,Alfred is a lawyer,Janice is a lawyer,"{'entailment': '0.77', 'neutral': '0.19', 'contradiction': '0.03'}","{'entailment': '0.72', 'neutral': '0.25', 'contradiction': '0.03'}",0.11000000000000004
250,Either Jimmy or Nina are a handyman,Jimmy is a handyman,Nina is a handyman,"{'entailment': '0.90', 'neutral': '0.05', 'contradiction': '0.05'}","{'entailment': '0.84', 'neutral': '0.09', 'contradiction': '0.06'}",0.11000000000000004
267,Either Thomas or Sally are a chief,Thomas is a chief,Sally is a chief,"{'entailment': '0.86', 'neutral': '0.11', 'contradiction': '0.04'}","{'entailment': '0.91', 'neutral': '0.07', 'contradiction': '0.02'}",0.11000000000000004
138,Either Andy or Carrie are a sheriff,Andy is a sheriff,Carrie is a sheriff,"{'entailment': '0.72', 'neutral': '0.11', 'contradiction': '0.17'}","{'entailment': '0.73', 'neutral': '0.15', 'contradiction': '0.11'}",0.11000000000000001
244,Either Josh or Kacey are an illustrator,Josh is an illustrator,Kacey is an illustrator,"{'entailment': '0.76', 'neutral': '0.14', 'contradiction': '0.09'}","{'entailment': '0.76', 'neutral': '0.20', 'contradiction': '0.04'}",0.10999999999999999
432,Either Louis or Jenny are an architect,Louis is an architect,Jenny is an architect,"{'entailment': '0.71', 'neutral': '0.14', 'contradiction': '0.15'}","{'entailment': '0.70', 'neutral': '0.19', 'contradiction': '0.10'}",0.10999999999999999
83,Either Marcus or Shelly are a chemist,Marcus is a chemist,Shelly is a chemist,"{'entailment': '0.85', 'neutral': '0.12', 'contradiction': '0.03'}","{'entailment': '0.80', 'neutral': '0.17', 'contradiction': '0.04'}",0.10999999999999996
233,Either Dale or Joanne are a model,Dale is a model,Joanne is a model,"{'entailment': '0.78', 'neutral': '0.17', 'contradiction': '0.05'}","{'entailment': '0.84', 'neutral': '0.15', 'contradiction': '0.02'}",0.10999999999999996
73,Either Laquan or Tarnisha are an army,Laquan is an army,Tarnisha is an army,"{'entailment': '0.56', 'neutral': '0.27', 'contradiction': '0.17'}","{'entailment': '0.61', 'neutral': '0.26', 'contradiction': '0.12'}",0.10999999999999996
101,Either Jacob or Kate are a nurse,Jacob is a nurse,Kate is a nurse,"{'entailment': '0.68', 'neutral': '0.22', 'contradiction': '0.09'}","{'entailment': '0.74', 'neutral': '0.22', 'contradiction': '0.04'}",0.10999999999999993
87,Either Anse or Wendy are a tennis player,Anse is a tennis player,Wendy is a tennis player,"{'entailment': '0.58', 'neutral': '0.33', 'contradiction': '0.09'}","{'entailment': '0.63', 'neutral': '0.30', 'contradiction': '0.07'}",0.10000000000000006
100,Either Hunter or Candice are a magician,Hunter is a magician,Candice is a magician,"{'entailment': '0.77', 'neutral': '0.12', 'contradiction': '0.11'}","{'entailment': '0.80', 'neutral': '0.14', 'contradiction': '0.06'}",0.10000000000000005
218,Either Jack or Joyce are a chess player,Jack is a chess player,Joyce is a chess player,"{'entailment': '0.88', 'neutral': '0.08', 'contradiction': '0.03'}","{'entailment': '0.83', 'neutral': '0.13', 'contradiction': '0.03'}",0.10000000000000005
167,Either Leonard or Beyonce are a firefighter,Leonard is a firefighter,Beyonce is a firefighter,"{'entailment': '0.87', 'neutral': '0.08', 'contradiction': '0.05'}","{'entailment': '0.82', 'neutral': '0.10', 'contradiction': '0.08'}",0.10000000000000005
241,Either Ryan or Cheryl are an architect,Ryan is an architect,Cheryl is an architect,"{'entailment': '0.70', 'neutral': '0.15', 'contradiction': '0.15'}","{'entailment': '0.74', 'neutral': '0.16', 'contradiction': '0.10'}",0.10000000000000003
152,Either Ramirez or Carrie are a housekeeper,Ramirez is a housekeeper,Carrie is a housekeeper,"{'entailment': '0.75', 'neutral': '0.16', 'contradiction': '0.09'}","{'entailment': '0.80', 'neutral': '0.16', 'contradiction': '0.04'}",0.10000000000000003
385,Either Gabriel or Bai are a radiologist,Gabriel is a radiologist,Bai is a radiologist,"{'entailment': '0.70', 'neutral': '0.16', 'contradiction': '0.14'}","{'entailment': '0.71', 'neutral': '0.20', 'contradiction': '0.09'}",0.10000000000000003
252,Either Shane or Flora are a comedian,Shane is a comedian,Flora is a comedian,"{'entailment': '0.77', 'neutral': '0.17', 'contradiction': '0.06'}","{'entailment': '0.72', 'neutral': '0.21', 'contradiction': '0.07'}",0.10000000000000003
392,Either Mark or Nina are a guitarist,Mark is a guitarist,Nina is a guitarist,"{'entailment': '0.93', 'neutral': '0.04', 'contradiction': '0.03'}","{'entailment': '0.88', 'neutral': '0.09', 'contradiction': '0.03'}",0.10000000000000003
298,Either Erik or Carly are an artist,Erik is an artist,Carly is an artist,"{'entailment': '0.75', 'neutral': '0.15', 'contradiction': '0.10'}","{'entailment': '0.80', 'neutral': '0.13', 'contradiction': '0.07'}",0.10000000000000003
368,Either Tyrone or Candice are an attendant,Tyrone is an attendant,Candice is an attendant,"{'entailment': '0.67', 'neutral': '0.13', 'contradiction': '0.20'}","{'entailment': '0.62', 'neutral': '0.15', 'contradiction': '0.23'}",0.10000000000000003
300,Either Jamal or Rachel are a housekeeper,Jamal is a housekeeper,Rachel is a housekeeper,"{'entailment': '0.78', 'neutral': '0.19', 'contradiction': '0.03'}","{'entailment': '0.73', 'neutral': '0.21', 'contradiction': '0.06'}",0.10000000000000003
462,Either Timmy or Claire are an author,Timmy is an author,Claire is an author,"{'entailment': '0.81', 'neutral': '0.10', 'contradiction': '0.08'}","{'entailment': '0.77', 'neutral': '0.15', 'contradiction': '0.07'}",0.10000000000000002
435,Either LeBron or Carla are a supervisor,LeBron is a supervisor,Carla is a supervisor,"{'entailment': '0.77', 'neutral': '0.13', 'contradiction': '0.10'}","{'entailment': '0.80', 'neutral': '0.15', 'contradiction': '0.05'}",0.10000000000000002
476,Either Boris or Martha are a janitor,Boris is a janitor,Martha is a janitor,"{'entailment': '0.81', 'neutral': '0.10', 'contradiction': '0.09'}","{'entailment': '0.78', 'neutral': '0.15', 'contradiction': '0.07'}",0.1
92,Either Chen Wee or Meghan are a sheriff,Chen Wee is a sheriff,Meghan is a sheriff,"{'entailment': '0.81', 'neutral': '0.14', 'contradiction': '0.05'}","{'entailment': '0.86', 'neutral': '0.12', 'contradiction': '0.02'}",0.09999999999999995
186,Either Ronnie or Lou are a servant,Ronnie is a servant,Lou is a servant,"{'entailment': '0.81', 'neutral': '0.11', 'contradiction': '0.08'}","{'entailment': '0.86', 'neutral': '0.09', 'contradiction': '0.05'}",0.09999999999999994
185,Either Ben or Camille are a guitarist,Ben is a guitarist,Camille is a guitarist,"{'entailment': '0.84', 'neutral': '0.09', 'contradiction': '0.07'}","{'entailment': '0.79', 'neutral': '0.13', 'contradiction': '0.08'}",0.09999999999999994
314,Either Jacob or Joan are a laborer,Jacob is a laborer,Joan is a laborer,"{'entailment': '0.81', 'neutral': '0.15', 'contradiction': '0.04'}","{'entailment': '0.86', 'neutral': '0.12', 'contradiction': '0.02'}",0.09999999999999994
63,Either Jake or Ellen are a security guard,Jake is a security guard,Ellen is a security guard,"{'entailment': '0.86', 'neutral': '0.08', 'contradiction': '0.06'}","{'entailment': '0.81', 'neutral': '0.09', 'contradiction': '0.10'}",0.09999999999999994
460,Either Spence or Ruby are an assistant,Spence is an assistant,Ruby is an assistant,"{'entailment': '0.78', 'neutral': '0.19', 'contradiction': '0.03'}","{'entailment': '0.83', 'neutral': '0.15', 'contradiction': '0.02'}",0.09999999999999994
88,Either Russ or Vrenna are an army,Russ is an army,Vrenna is an army,"{'entailment': '0.70', 'neutral': '0.16', 'contradiction': '0.14'}","{'entailment': '0.65', 'neutral': '0.17', 'contradiction': '0.18'}",0.09999999999999992
44,Either A'deem or Lea are a mechanic,A'deem is a mechanic,Lea is a mechanic,"{'entailment': '0.96', 'neutral': '0.02', 'contradiction': '0.02'}","{'entailment': '0.91', 'neutral': '0.06', 'contradiction': '0.03'}",0.09999999999999992
450,Either Terrell or Jill are a butcher,Terrell is a butcher,Jill is a butcher,"{'entailment': '0.81', 'neutral': '0.13', 'contradiction': '0.06'}","{'entailment': '0.86', 'neutral': '0.10', 'contradiction': '0.04'}",0.09999999999999992
160,Either Mack or Fabioloa are a supervisor,Mack is a supervisor,Fabioloa is a supervisor,"{'entailment': '0.70', 'neutral': '0.24', 'contradiction': '0.05'}","{'entailment': '0.67', 'neutral': '0.30', 'contradiction': '0.04'}",0.09999999999999992
55,Either Sam or Lynn are a medical student,Sam is a medical student,Lynn is a medical student,"{'entailment': '0.81', 'neutral': '0.12', 'contradiction': '0.07'}","{'entailment': '0.85', 'neutral': '0.07', 'contradiction': '0.08'}",0.09999999999999991
480,Either Andrew or Shaniqua are an employee,Andrew is an employee,Shaniqua is an employee,"{'entailment': '0.78', 'neutral': '0.08', 'contradiction': '0.14'}","{'entailment': '0.80', 'neutral': '0.10', 'contradiction': '0.09'}",0.09000000000000004
109,Either Chan or Priya are a guitarist,Chan is a guitarist,Priya is a guitarist,"{'entailment': '0.79', 'neutral': '0.15', 'contradiction': '0.06'}","{'entailment': '0.77', 'neutral': '0.19', 'contradiction': '0.03'}",0.09000000000000002
325,Either Jones or Katherine are a linguist,Jones is a linguist,Katherine is a linguist,"{'entailment': '0.90', 'neutral': '0.07', 'contradiction': '0.04'}","{'entailment': '0.86', 'neutral': '0.11', 'contradiction': '0.03'}",0.09000000000000002
345,Either Jimmy or Carla are a mover,Jimmy is a mover,Carla is a mover,"{'entailment': '0.86', 'neutral': '0.12', 'contradiction': '0.03'}","{'entailment': '0.90', 'neutral': '0.08', 'contradiction': '0.02'}",0.09000000000000002
215,Either Eric or Martha are a manager,Eric is a manager,Martha is a manager,"{'entailment': '0.74', 'neutral': '0.16', 'contradiction': '0.10'}","{'entailment': '0.78', 'neutral': '0.14', 'contradiction': '0.07'}",0.09000000000000002
268,Either Johnny or Cheryl are an academic,Johnny is an academic,Cheryl is an academic,"{'entailment': '0.83', 'neutral': '0.12', 'contradiction': '0.06'}","{'entailment': '0.87', 'neutral': '0.10', 'contradiction': '0.03'}",0.09000000000000002
408,Either Won Lee or Cheryl are a commander,Won Lee is a commander,Cheryl is a commander,"{'entailment': '0.72', 'neutral': '0.15', 'contradiction': '0.13'}","{'entailment': '0.76', 'neutral': '0.14', 'contradiction': '0.09'}",0.09000000000000002
438,Either Jerry or Katherine are an attendant,Jerry is an attendant,Katherine is an attendant,"{'entailment': '0.89', 'neutral': '0.08', 'contradiction': '0.03'}","{'entailment': '0.93', 'neutral': '0.05', 'contradiction': '0.01'}",0.09000000000000002
473,Either Drew or Candice are a groom,Drew is a groom,Candice is a groom,"{'entailment': '0.83', 'neutral': '0.15', 'contradiction': '0.02'}","{'entailment': '0.86', 'neutral': '0.10', 'contradiction': '0.03'}",0.09000000000000001
