,prem,hypo1,hypo2,score1,score2,diff
419,Either Miguel or Janice are an aeronautical engineer,Miguel is an aeronautical engineer,Janice is an aeronautical engineer,"{'entailment': '0.80', 'neutral': '0.12', 'contradiction': '0.08'}","{'entailment': '0.87', 'neutral': '0.09', 'contradiction': '0.04'}",0.13999999999999996
300,Either Jamal or Rachel are a housekeeper,Jamal is a housekeeper,Rachel is a housekeeper,"{'entailment': '0.72', 'neutral': '0.12', 'contradiction': '0.16'}","{'entailment': '0.65', 'neutral': '0.14', 'contradiction': '0.21'}",0.13999999999999996
7,Either Sam or Maggie are an executive,Sam is an executive,Maggie is an executive,"{'entailment': '0.75', 'neutral': '0.12', 'contradiction': '0.14'}","{'entailment': '0.82', 'neutral': '0.12', 'contradiction': '0.07'}",0.13999999999999996
148,Either Wesley or Joan are an executive,Wesley is an executive,Joan is an executive,"{'entailment': '0.84', 'neutral': '0.10', 'contradiction': '0.06'}","{'entailment': '0.77', 'neutral': '0.14', 'contradiction': '0.09'}",0.13999999999999996
470,Either Gabriel or Roberta are an illustrator,Gabriel is an illustrator,Roberta is an illustrator,"{'entailment': '0.87', 'neutral': '0.08', 'contradiction': '0.05'}","{'entailment': '0.80', 'neutral': '0.11', 'contradiction': '0.09'}",0.13999999999999996
298,Either Erik or Carly are an artist,Erik is an artist,Carly is an artist,"{'entailment': '0.88', 'neutral': '0.08', 'contradiction': '0.04'}","{'entailment': '0.81', 'neutral': '0.12', 'contradiction': '0.07'}",0.13999999999999996
469,Either Won San Lee or Cheryl are a software engineer,Won San Lee is a software engineer,Cheryl is a software engineer,"{'entailment': '0.87', 'neutral': '0.11', 'contradiction': '0.03'}","{'entailment': '0.79', 'neutral': '0.16', 'contradiction': '0.04'}",0.13999999999999996
186,Either Ronnie or Lou are a servant,Ronnie is a servant,Lou is a servant,"{'entailment': '0.82', 'neutral': '0.10', 'contradiction': '0.08'}","{'entailment': '0.75', 'neutral': '0.13', 'contradiction': '0.12'}",0.13999999999999996
157,Either Mack or Monica are a performing artist,Mack is a performing artist,Monica is a performing artist,"{'entailment': '0.77', 'neutral': '0.13', 'contradiction': '0.10'}","{'entailment': '0.84', 'neutral': '0.08', 'contradiction': '0.08'}",0.13999999999999996
357,Either Gabriel or Melissa are an assistant,Gabriel is an assistant,Melissa is an assistant,"{'entailment': '0.75', 'neutral': '0.13', 'contradiction': '0.12'}","{'entailment': '0.68', 'neutral': '0.17', 'contradiction': '0.15'}",0.13999999999999996
139,Either Trevon or Tasha are an author,Trevon is an author,Tasha is an author,"{'entailment': '0.75', 'neutral': '0.15', 'contradiction': '0.10'}","{'entailment': '0.68', 'neutral': '0.18', 'contradiction': '0.14'}",0.13999999999999996
327,Either Val or Kia are a drawer,Val is a drawer,Kia is a drawer,"{'entailment': '0.86', 'neutral': '0.10', 'contradiction': '0.04'}","{'entailment': '0.79', 'neutral': '0.13', 'contradiction': '0.08'}",0.13999999999999996
61,Either Ronald or Marianne are a model,Ronald is a model,Marianne is a model,"{'entailment': '0.84', 'neutral': '0.08', 'contradiction': '0.08'}","{'entailment': '0.77', 'neutral': '0.09', 'contradiction': '0.14'}",0.13999999999999996
454,Either Jeremy or Shevon are a cleaner,Jeremy is a cleaner,Shevon is a cleaner,"{'entailment': '0.85', 'neutral': '0.09', 'contradiction': '0.06'}","{'entailment': '0.78', 'neutral': '0.13', 'contradiction': '0.09'}",0.13999999999999996
363,Either Steven or Monica are a cashier,Steven is a cashier,Monica is a cashier,"{'entailment': '0.87', 'neutral': '0.10', 'contradiction': '0.03'}","{'entailment': '0.80', 'neutral': '0.13', 'contradiction': '0.07'}",0.13999999999999996
284,Either Jamal or Rachel are a professor,Jamal is a professor,Rachel is a professor,"{'entailment': '0.88', 'neutral': '0.09', 'contradiction': '0.03'}","{'entailment': '0.81', 'neutral': '0.11', 'contradiction': '0.08'}",0.13999999999999996
220,Either Jamie or Shelly are a plumber,Jamie is a plumber,Shelly is a plumber,"{'entailment': '0.86', 'neutral': '0.09', 'contradiction': '0.05'}","{'entailment': '0.79', 'neutral': '0.14', 'contradiction': '0.07'}",0.13999999999999996
459,Either Brady or Sue are a cleric,Brady is a cleric,Sue is a cleric,"{'entailment': '0.92', 'neutral': '0.06', 'contradiction': '0.01'}","{'entailment': '0.86', 'neutral': '0.10', 'contradiction': '0.04'}",0.13000000000000006
188,Either Tyler or Shevon are an inspector,Tyler is an inspector,Shevon is an inspector,"{'entailment': '0.93', 'neutral': '0.06', 'contradiction': '0.01'}","{'entailment': '0.87', 'neutral': '0.08', 'contradiction': '0.06'}",0.13000000000000006
25,Either Mack or Beth are an electrician,Mack is an electrician,Beth is an electrician,"{'entailment': '0.81', 'neutral': '0.16', 'contradiction': '0.03'}","{'entailment': '0.74', 'neutral': '0.20', 'contradiction': '0.05'}",0.13000000000000006
161,Either Silas or Shiloh are a psychologist,Silas is a psychologist,Shiloh is a psychologist,"{'entailment': '0.80', 'neutral': '0.13', 'contradiction': '0.08'}","{'entailment': '0.76', 'neutral': '0.19', 'contradiction': '0.05'}",0.13000000000000003
427,Either Benjamin or Raven are an inspector,Benjamin is an inspector,Raven is an inspector,"{'entailment': '0.82', 'neutral': '0.12', 'contradiction': '0.06'}","{'entailment': '0.75', 'neutral': '0.14', 'contradiction': '0.10'}",0.12999999999999998
390,Either Nell or Jenny are a janitor,Nell is a janitor,Jenny is a janitor,"{'entailment': '0.83', 'neutral': '0.11', 'contradiction': '0.05'}","{'entailment': '0.77', 'neutral': '0.13', 'contradiction': '0.10'}",0.12999999999999995
184,Either Shane or Kassidy are a mathematician,Shane is a mathematician,Kassidy is a mathematician,"{'entailment': '0.87', 'neutral': '0.08', 'contradiction': '0.05'}","{'entailment': '0.80', 'neutral': '0.12', 'contradiction': '0.07'}",0.12999999999999995
243,Either Jacques or Abigail are a pharmacist,Jacques is a pharmacist,Abigail is a pharmacist,"{'entailment': '0.87', 'neutral': '0.08', 'contradiction': '0.04'}","{'entailment': '0.81', 'neutral': '0.12', 'contradiction': '0.07'}",0.12999999999999995
218,Either Jack or Joyce are a chess player,Jack is a chess player,Joyce is a chess player,"{'entailment': '0.87', 'neutral': '0.08', 'contradiction': '0.05'}","{'entailment': '0.81', 'neutral': '0.10', 'contradiction': '0.10'}",0.12999999999999995
443,Either Spence or LaShawnda are a sheriff,Spence is a sheriff,LaShawnda is a sheriff,"{'entailment': '0.87', 'neutral': '0.08', 'contradiction': '0.04'}","{'entailment': '0.81', 'neutral': '0.13', 'contradiction': '0.06'}",0.12999999999999995
209,Either George or Maggie are a servant,George is a servant,Maggie is a servant,"{'entailment': '0.79', 'neutral': '0.11', 'contradiction': '0.10'}","{'entailment': '0.85', 'neutral': '0.09', 'contradiction': '0.05'}",0.12999999999999995
64,Either Carl or Yolanda are a broker,Carl is a broker,Yolanda is a broker,"{'entailment': '0.87', 'neutral': '0.08', 'contradiction': '0.04'}","{'entailment': '0.81', 'neutral': '0.13', 'contradiction': '0.06'}",0.12999999999999995
199,Either Julius or Lea are a comedian,Julius is a comedian,Lea is a comedian,"{'entailment': '0.83', 'neutral': '0.12', 'contradiction': '0.05'}","{'entailment': '0.77', 'neutral': '0.13', 'contradiction': '0.11'}",0.12999999999999995
38,Either Alfred or Jennifer are a dancer,Alfred is a dancer,Jennifer is a dancer,"{'entailment': '0.84', 'neutral': '0.10', 'contradiction': '0.06'}","{'entailment': '0.78', 'neutral': '0.16', 'contradiction': '0.05'}",0.12999999999999995
128,Either Chen or Marie are a cleric,Chen is a cleric,Marie is a cleric,"{'entailment': '0.85', 'neutral': '0.09', 'contradiction': '0.06'}","{'entailment': '0.78', 'neutral': '0.12', 'contradiction': '0.09'}",0.12999999999999995
488,Either Mitchell or Juliette are a prosecutor,Mitchell is a prosecutor,Juliette is a prosecutor,"{'entailment': '0.86', 'neutral': '0.09', 'contradiction': '0.06'}","{'entailment': '0.79', 'neutral': '0.12', 'contradiction': '0.09'}",0.12999999999999995
276,Either James or Jenny are a poet,James is a poet,Jenny is a poet,"{'entailment': '0.74', 'neutral': '0.13', 'contradiction': '0.13'}","{'entailment': '0.80', 'neutral': '0.12', 'contradiction': '0.08'}",0.12000000000000006
50,Either Stephen or Wendy are an illustrator,Stephen is an illustrator,Wendy is an illustrator,"{'entailment': '0.79', 'neutral': '0.11', 'contradiction': '0.10'}","{'entailment': '0.73', 'neutral': '0.13', 'contradiction': '0.14'}",0.12000000000000006
168,Either Billy or Erica are a mathematician,Billy is a mathematician,Erica is a mathematician,"{'entailment': '0.81', 'neutral': '0.12', 'contradiction': '0.07'}","{'entailment': '0.75', 'neutral': '0.14', 'contradiction': '0.11'}",0.12000000000000006
41,Either Jesus or Lynn are a hostess,Jesus is a hostess,Lynn is a hostess,"{'entailment': '0.91', 'neutral': '0.06', 'contradiction': '0.03'}","{'entailment': '0.85', 'neutral': '0.10', 'contradiction': '0.05'}",0.12000000000000006
493,Either Josh or Kelsi are an inspector,Josh is an inspector,Kelsi is an inspector,"{'entailment': '0.80', 'neutral': '0.11', 'contradiction': '0.09'}","{'entailment': '0.74', 'neutral': '0.16', 'contradiction': '0.10'}",0.12000000000000006
249,Either Tammy or Claire are a radiologist,Tammy is a radiologist,Claire is a radiologist,"{'entailment': '0.80', 'neutral': '0.08', 'contradiction': '0.12'}","{'entailment': '0.74', 'neutral': '0.10', 'contradiction': '0.16'}",0.12000000000000006
461,Either Ryan or Amy are a pensioner,Ryan is a pensioner,Amy is a pensioner,"{'entailment': '0.89', 'neutral': '0.09', 'contradiction': '0.02'}","{'entailment': '0.83', 'neutral': '0.14', 'contradiction': '0.03'}",0.12000000000000006
375,Either Bradford or Candy are a broker,Bradford is a broker,Candy is a broker,"{'entailment': '0.93', 'neutral': '0.05', 'contradiction': '0.01'}","{'entailment': '0.88', 'neutral': '0.10', 'contradiction': '0.03'}",0.12000000000000005
46,Either Timmy or Tarnisha are an engineer,Timmy is an engineer,Tarnisha is an engineer,"{'entailment': '0.89', 'neutral': '0.08', 'contradiction': '0.03'}","{'entailment': '0.83', 'neutral': '0.12', 'contradiction': '0.05'}",0.12000000000000005
491,Either Eric or Sarah are an auditor,Eric is an auditor,Sarah is an auditor,"{'entailment': '0.90', 'neutral': '0.07', 'contradiction': '0.03'}","{'entailment': '0.84', 'neutral': '0.11', 'contradiction': '0.05'}",0.12000000000000005
202,Either Richard or Lena are a postman,Richard is a postman,Lena is a postman,"{'entailment': '0.91', 'neutral': '0.05', 'contradiction': '0.04'}","{'entailment': '0.85', 'neutral': '0.09', 'contradiction': '0.06'}",0.12000000000000005
409,Either Drew or Juliette are a plumber,Drew is a plumber,Juliette is a plumber,"{'entailment': '0.80', 'neutral': '0.16', 'contradiction': '0.04'}","{'entailment': '0.74', 'neutral': '0.20', 'contradiction': '0.06'}",0.12000000000000005
122,Either Ryan or Candice are a groom,Ryan is a groom,Candice is a groom,"{'entailment': '0.90', 'neutral': '0.07', 'contradiction': '0.02'}","{'entailment': '0.85', 'neutral': '0.10', 'contradiction': '0.06'}",0.12000000000000004
212,Either Russ or Diamond are a counselor,Russ is a counselor,Diamond is a counselor,"{'entailment': '0.88', 'neutral': '0.10', 'contradiction': '0.02'}","{'entailment': '0.82', 'neutral': '0.12', 'contradiction': '0.06'}",0.12000000000000004
255,Either Carl or Jane are a barber,Carl is a barber,Jane is a barber,"{'entailment': '0.80', 'neutral': '0.11', 'contradiction': '0.09'}","{'entailment': '0.75', 'neutral': '0.10', 'contradiction': '0.15'}",0.12000000000000004
23,Either Tyresse or Emily are a gambler,Tyresse is a gambler,Emily is a gambler,"{'entailment': '0.91', 'neutral': '0.07', 'contradiction': '0.02'}","{'entailment': '0.85', 'neutral': '0.09', 'contradiction': '0.06'}",0.12000000000000004
172,Either Javier or Lisa are a musician,Javier is a musician,Lisa is a musician,"{'entailment': '0.82', 'neutral': '0.09', 'contradiction': '0.09'}","{'entailment': '0.85', 'neutral': '0.12', 'contradiction': '0.03'}",0.12000000000000002
72,Either Tommy or Shaniqua are a grocer,Tommy is a grocer,Shaniqua is a grocer,"{'entailment': '0.71', 'neutral': '0.15', 'contradiction': '0.14'}","{'entailment': '0.69', 'neutral': '0.21', 'contradiction': '0.10'}",0.12000000000000002
75,Either Zack or Candice are a fireman,Zack is a fireman,Candice is a fireman,"{'entailment': '0.81', 'neutral': '0.10', 'contradiction': '0.10'}","{'entailment': '0.80', 'neutral': '0.16', 'contradiction': '0.05'}",0.12000000000000001
252,Either Shane or Flora are a comedian,Shane is a comedian,Flora is a comedian,"{'entailment': '0.86', 'neutral': '0.08', 'contradiction': '0.06'}","{'entailment': '0.80', 'neutral': '0.14', 'contradiction': '0.06'}",0.11999999999999995
100,Either Hunter or Candice are a magician,Hunter is a magician,Candice is a magician,"{'entailment': '0.85', 'neutral': '0.09', 'contradiction': '0.06'}","{'entailment': '0.79', 'neutral': '0.15', 'contradiction': '0.06'}",0.11999999999999994
98,Either Jon or Lara are a construction worker,Jon is a construction worker,Lara is a construction worker,"{'entailment': '0.79', 'neutral': '0.15', 'contradiction': '0.06'}","{'entailment': '0.85', 'neutral': '0.12', 'contradiction': '0.03'}",0.11999999999999994
84,Either Juan or Camille are a clerk,Juan is a clerk,Camille is a clerk,"{'entailment': '0.94', 'neutral': '0.05', 'contradiction': '0.01'}","{'entailment': '0.88', 'neutral': '0.08', 'contradiction': '0.04'}",0.11999999999999994
477,Either Shane or Lea are a politician,Shane is a politician,Lea is a politician,"{'entailment': '0.80', 'neutral': '0.09', 'contradiction': '0.11'}","{'entailment': '0.86', 'neutral': '0.09', 'contradiction': '0.05'}",0.11999999999999994
317,Either Dave or Lena are a farmer,Dave is a farmer,Lena is a farmer,"{'entailment': '0.86', 'neutral': '0.10', 'contradiction': '0.04'}","{'entailment': '0.80', 'neutral': '0.14', 'contradiction': '0.06'}",0.11999999999999994
59,Either Muhammad or Cindy are an illustrator,Muhammad is an illustrator,Cindy is an illustrator,"{'entailment': '0.85', 'neutral': '0.09', 'contradiction': '0.06'}","{'entailment': '0.79', 'neutral': '0.12', 'contradiction': '0.09'}",0.11999999999999994
45,Either Sudeep or Kelly are a physicist,Sudeep is a physicist,Kelly is a physicist,"{'entailment': '0.84', 'neutral': '0.11', 'contradiction': '0.05'}","{'entailment': '0.78', 'neutral': '0.15', 'contradiction': '0.07'}",0.11999999999999994
456,Either Jeff or Naomi are a plumber,Jeff is a plumber,Naomi is a plumber,"{'entailment': '0.85', 'neutral': '0.09', 'contradiction': '0.06'}","{'entailment': '0.79', 'neutral': '0.12', 'contradiction': '0.09'}",0.11999999999999994
132,Either Chen or Janet are an illustrator,Chen is an illustrator,Janet is an illustrator,"{'entailment': '0.83', 'neutral': '0.12', 'contradiction': '0.05'}","{'entailment': '0.77', 'neutral': '0.15', 'contradiction': '0.08'}",0.11999999999999994
449,Either Connor or Greta are a painter,Connor is a painter,Greta is a painter,"{'entailment': '0.87', 'neutral': '0.06', 'contradiction': '0.07'}","{'entailment': '0.81', 'neutral': '0.10', 'contradiction': '0.09'}",0.11999999999999994
368,Either Tyrone or Candice are an attendant,Tyrone is an attendant,Candice is an attendant,"{'entailment': '0.77', 'neutral': '0.11', 'contradiction': '0.12'}","{'entailment': '0.83', 'neutral': '0.11', 'contradiction': '0.06'}",0.11999999999999994
224,Either Aaron or Jill are a police officer,Aaron is a police officer,Jill is a police officer,"{'entailment': '0.83', 'neutral': '0.13', 'contradiction': '0.04'}","{'entailment': '0.77', 'neutral': '0.17', 'contradiction': '0.06'}",0.11999999999999994
406,Either Joe or Tarnisha are an entrepreneur,Joe is an entrepreneur,Tarnisha is an entrepreneur,"{'entailment': '0.83', 'neutral': '0.09', 'contradiction': '0.08'}","{'entailment': '0.79', 'neutral': '0.15', 'contradiction': '0.06'}",0.11999999999999993
32,Either Charles or Jenny are an attendant,Charles is an attendant,Jenny is an attendant,"{'entailment': '0.82', 'neutral': '0.10', 'contradiction': '0.08'}","{'entailment': '0.76', 'neutral': '0.15', 'contradiction': '0.09'}",0.11999999999999993
247,Either Zack or Grace are a chess player,Zack is a chess player,Grace is a chess player,"{'entailment': '0.84', 'neutral': '0.08', 'contradiction': '0.08'}","{'entailment': '0.90', 'neutral': '0.06', 'contradiction': '0.05'}",0.11000000000000006
254,Either James or Missy are a football player,James is a football player,Missy is a football player,"{'entailment': '0.89', 'neutral': '0.09', 'contradiction': '0.03'}","{'entailment': '0.83', 'neutral': '0.11', 'contradiction': '0.06'}",0.11000000000000006
344,Either Rajeev or Veronica are a theologian,Rajeev is a theologian,Veronica is a theologian,"{'entailment': '0.90', 'neutral': '0.08', 'contradiction': '0.03'}","{'entailment': '0.84', 'neutral': '0.10', 'contradiction': '0.06'}",0.11000000000000006
370,Either Mack or Ellen are an electrician,Mack is an electrician,Ellen is an electrician,"{'entailment': '0.79', 'neutral': '0.09', 'contradiction': '0.12'}","{'entailment': '0.74', 'neutral': '0.15', 'contradiction': '0.12'}",0.11000000000000004
80,Either Terrell or Abigail are a prosecutor,Terrell is a prosecutor,Abigail is a prosecutor,"{'entailment': '0.90', 'neutral': '0.07', 'contradiction': '0.04'}","{'entailment': '0.84', 'neutral': '0.09', 'contradiction': '0.07'}",0.11000000000000004
352,Either Miguel or Susie are a musician,Miguel is a musician,Susie is a musician,"{'entailment': '0.89', 'neutral': '0.06', 'contradiction': '0.05'}","{'entailment': '0.84', 'neutral': '0.09', 'contradiction': '0.08'}",0.11000000000000004
245,Either Timmy or Vrenna are a physician,Timmy is a physician,Vrenna is a physician,"{'entailment': '0.89', 'neutral': '0.07', 'contradiction': '0.04'}","{'entailment': '0.83', 'neutral': '0.11', 'contradiction': '0.05'}",0.11000000000000004
236,Either Chan or Cindy are a cashier,Chan is a cashier,Cindy is a cashier,"{'entailment': '0.79', 'neutral': '0.11', 'contradiction': '0.11'}","{'entailment': '0.73', 'neutral': '0.12', 'contradiction': '0.15'}",0.11000000000000004
485,Either Treyvone or Sarah are a police officer,Treyvone is a police officer,Sarah is a police officer,"{'entailment': '0.90', 'neutral': '0.07', 'contradiction': '0.03'}","{'entailment': '0.85', 'neutral': '0.09', 'contradiction': '0.07'}",0.11000000000000004
219,Either Vince or Tina are an illustrator,Vince is an illustrator,Tina is an illustrator,"{'entailment': '0.91', 'neutral': '0.06', 'contradiction': '0.02'}","{'entailment': '0.86', 'neutral': '0.08', 'contradiction': '0.06'}",0.11000000000000004
114,Either Miguel or Lisa are an umpire,Miguel is an umpire,Lisa is an umpire,"{'entailment': '0.81', 'neutral': '0.13', 'contradiction': '0.07'}","{'entailment': '0.75', 'neutral': '0.15', 'contradiction': '0.10'}",0.11000000000000004
133,Either Terrell or Raven are a designer,Terrell is a designer,Raven is a designer,"{'entailment': '0.85', 'neutral': '0.10', 'contradiction': '0.06'}","{'entailment': '0.79', 'neutral': '0.14', 'contradiction': '0.07'}",0.10999999999999996
203,Either Anse or Sharon are a butler,Anse is a butler,Sharon is a butler,"{'entailment': '0.87', 'neutral': '0.07', 'contradiction': '0.06'}","{'entailment': '0.81', 'neutral': '0.09', 'contradiction': '0.09'}",0.10999999999999993
223,Either Ron or Veronica are a dancer,Ron is a dancer,Veronica is a dancer,"{'entailment': '0.82', 'neutral': '0.08', 'contradiction': '0.09'}","{'entailment': '0.77', 'neutral': '0.12', 'contradiction': '0.11'}",0.10999999999999993
239,Either Tammy or Sue are a lawyer,Tammy is a lawyer,Sue is a lawyer,"{'entailment': '0.71', 'neutral': '0.13', 'contradiction': '0.16'}","{'entailment': '0.66', 'neutral': '0.15', 'contradiction': '0.20'}",0.10999999999999993
79,Either Seth or Shaniqua are a sociologist,Seth is a sociologist,Shaniqua is a sociologist,"{'entailment': '0.86', 'neutral': '0.09', 'contradiction': '0.05'}","{'entailment': '0.81', 'neutral': '0.11', 'contradiction': '0.09'}",0.10999999999999993
244,Either Josh or Kacey are an illustrator,Josh is an illustrator,Kacey is an illustrator,"{'entailment': '0.86', 'neutral': '0.07', 'contradiction': '0.07'}","{'entailment': '0.81', 'neutral': '0.08', 'contradiction': '0.12'}",0.10999999999999992
36,Either Lawrence or Anne are a professor,Lawrence is a professor,Anne is a professor,"{'entailment': '0.84', 'neutral': '0.08', 'contradiction': '0.08'}","{'entailment': '0.89', 'neutral': '0.06', 'contradiction': '0.05'}",0.10000000000000005
482,Either Jeff or Shaniqua are a pilot,Jeff is a pilot,Shaniqua is a pilot,"{'entailment': '0.90', 'neutral': '0.07', 'contradiction': '0.03'}","{'entailment': '0.85', 'neutral': '0.08', 'contradiction': '0.07'}",0.10000000000000005
405,Either Mattie or Marie are a comedian,Mattie is a comedian,Marie is a comedian,"{'entailment': '0.79', 'neutral': '0.13', 'contradiction': '0.08'}","{'entailment': '0.74', 'neutral': '0.17', 'contradiction': '0.09'}",0.10000000000000005
213,Either Charlie or Patricia are a sheriff,Charlie is a sheriff,Patricia is a sheriff,"{'entailment': '0.91', 'neutral': '0.06', 'contradiction': '0.02'}","{'entailment': '0.87', 'neutral': '0.11', 'contradiction': '0.03'}",0.10000000000000003
65,Either Carlos or Kelsi are a police officer,Carlos is a police officer,Kelsi is a police officer,"{'entailment': '0.79', 'neutral': '0.14', 'contradiction': '0.07'}","{'entailment': '0.74', 'neutral': '0.14', 'contradiction': '0.12'}",0.10000000000000003
398,Either Eugene or Cindy are a chemist,Eugene is a chemist,Cindy is a chemist,"{'entailment': '0.82', 'neutral': '0.09', 'contradiction': '0.09'}","{'entailment': '0.87', 'neutral': '0.09', 'contradiction': '0.04'}",0.10000000000000003
101,Either Jacob or Kate are a nurse,Jacob is a nurse,Kate is a nurse,"{'entailment': '0.89', 'neutral': '0.07', 'contradiction': '0.04'}","{'entailment': '0.84', 'neutral': '0.12', 'contradiction': '0.04'}",0.10000000000000003
152,Either Ramirez or Carrie are a housekeeper,Ramirez is a housekeeper,Carrie is a housekeeper,"{'entailment': '0.88', 'neutral': '0.08', 'contradiction': '0.04'}","{'entailment': '0.83', 'neutral': '0.11', 'contradiction': '0.06'}",0.10000000000000003
192,Either Seth or Anna are a cleric,Seth is a cleric,Anna is a cleric,"{'entailment': '0.90', 'neutral': '0.07', 'contradiction': '0.03'}","{'entailment': '0.85', 'neutral': '0.11', 'contradiction': '0.04'}",0.10000000000000003
280,Either Scott or Nina are a chess player,Scott is a chess player,Nina is a chess player,"{'entailment': '0.81', 'neutral': '0.10', 'contradiction': '0.09'}","{'entailment': '0.76', 'neutral': '0.12', 'contradiction': '0.12'}",0.10000000000000003
207,Either Shane or Naomi are a nurse,Shane is a nurse,Naomi is a nurse,"{'entailment': '0.84', 'neutral': '0.07', 'contradiction': '0.09'}","{'entailment': '0.82', 'neutral': '0.12', 'contradiction': '0.06'}",0.1
382,Either Lars or Betty are an editor,Lars is an editor,Betty is an editor,"{'entailment': '0.74', 'neutral': '0.14', 'contradiction': '0.12'}","{'entailment': '0.75', 'neutral': '0.18', 'contradiction': '0.07'}",0.09999999999999998
90,Either Michael or Tanisha are an illustrator,Michael is an illustrator,Tanisha is an illustrator,"{'entailment': '0.83', 'neutral': '0.12', 'contradiction': '0.05'}","{'entailment': '0.79', 'neutral': '0.17', 'contradiction': '0.04'}",0.09999999999999995
123,Either Chen Wu or Veronica are a teacher,Chen Wu is a teacher,Veronica is a teacher,"{'entailment': '0.85', 'neutral': '0.09', 'contradiction': '0.06'}","{'entailment': '0.80', 'neutral': '0.13', 'contradiction': '0.07'}",0.09999999999999995
330,Either Shane or Shelly are a pilot,Shane is a pilot,Shelly is a pilot,"{'entailment': '0.84', 'neutral': '0.13', 'contradiction': '0.03'}","{'entailment': '0.79', 'neutral': '0.17', 'contradiction': '0.04'}",0.09999999999999995
453,Either Matt or Tanisha are a medical student,Matt is a medical student,Tanisha is a medical student,"{'entailment': '0.85', 'neutral': '0.09', 'contradiction': '0.06'}","{'entailment': '0.80', 'neutral': '0.11', 'contradiction': '0.09'}",0.09999999999999994
124,Either Russ or Shevon are a butcher,Russ is a butcher,Shevon is a butcher,"{'entailment': '0.85', 'neutral': '0.09', 'contradiction': '0.06'}","{'entailment': '0.80', 'neutral': '0.11', 'contradiction': '0.09'}",0.09999999999999994
39,Either Perth or Rachel are a designer,Perth is a designer,Rachel is a designer,"{'entailment': '0.83', 'neutral': '0.09', 'contradiction': '0.08'}","{'entailment': '0.78', 'neutral': '0.12', 'contradiction': '0.10'}",0.09999999999999994
440,Either Cody or Janet are an electrician,Cody is an electrician,Janet is an electrician,"{'entailment': '0.84', 'neutral': '0.10', 'contradiction': '0.06'}","{'entailment': '0.79', 'neutral': '0.10', 'contradiction': '0.11'}",0.09999999999999994
389,Either Mitchell or Priya are a cleric,Mitchell is a cleric,Priya is a cleric,"{'entailment': '0.86', 'neutral': '0.06', 'contradiction': '0.08'}","{'entailment': '0.81', 'neutral': '0.11', 'contradiction': '0.08'}",0.09999999999999994
484,Either Steve or Vrenna are a mover,Steve is a mover,Vrenna is a mover,"{'entailment': '0.81', 'neutral': '0.13', 'contradiction': '0.06'}","{'entailment': '0.86', 'neutral': '0.11', 'contradiction': '0.03'}",0.09999999999999994
233,Either Dale or Joanne are a model,Dale is a model,Joanne is a model,"{'entailment': '0.82', 'neutral': '0.11', 'contradiction': '0.07'}","{'entailment': '0.77', 'neutral': '0.14', 'contradiction': '0.09'}",0.09999999999999994
367,Either Nell or Anne are a prosecutor,Nell is a prosecutor,Anne is a prosecutor,"{'entailment': '0.83', 'neutral': '0.09', 'contradiction': '0.07'}","{'entailment': '0.79', 'neutral': '0.08', 'contradiction': '0.12'}",0.09999999999999991
185,Either Ben or Camille are a guitarist,Ben is a guitarist,Camille is a guitarist,"{'entailment': '0.73', 'neutral': '0.14', 'contradiction': '0.14'}","{'entailment': '0.77', 'neutral': '0.12', 'contradiction': '0.11'}",0.09000000000000007
435,Either LeBron or Carla are a supervisor,LeBron is a supervisor,Carla is a supervisor,"{'entailment': '0.80', 'neutral': '0.12', 'contradiction': '0.08'}","{'entailment': '0.75', 'neutral': '0.13', 'contradiction': '0.11'}",0.09000000000000005
301,Either Jon or Marie are a receptionist,Jon is a receptionist,Marie is a receptionist,"{'entailment': '0.90', 'neutral': '0.06', 'contradiction': '0.05'}","{'entailment': '0.85', 'neutral': '0.10', 'contradiction': '0.05'}",0.09000000000000005
479,Either Ethan or Craig are a professor,Ethan is a professor,Craig is a professor,"{'entailment': '0.87', 'neutral': '0.09', 'contradiction': '0.05'}","{'entailment': '0.82', 'neutral': '0.13', 'contradiction': '0.05'}",0.09000000000000005
314,Either Jacob or Joan are a laborer,Jacob is a laborer,Joan is a laborer,"{'entailment': '0.81', 'neutral': '0.11', 'contradiction': '0.07'}","{'entailment': '0.77', 'neutral': '0.14', 'contradiction': '0.09'}",0.09000000000000004
171,Either Tyrone or Lea are a dealer,Tyrone is a dealer,Lea is a dealer,"{'entailment': '0.80', 'neutral': '0.15', 'contradiction': '0.06'}","{'entailment': '0.78', 'neutral': '0.12', 'contradiction': '0.10'}",0.09000000000000002
20,Either Paul or Jenna are a teacher,Paul is a teacher,Jenna is a teacher,"{'entailment': '0.88', 'neutral': '0.08', 'contradiction': '0.05'}","{'entailment': '0.84', 'neutral': '0.12', 'contradiction': '0.04'}",0.09000000000000002
341,Either James or Beyonce are a dancer,James is a dancer,Beyonce is a dancer,"{'entailment': '0.91', 'neutral': '0.07', 'contradiction': '0.02'}","{'entailment': '0.87', 'neutral': '0.11', 'contradiction': '0.03'}",0.09000000000000002
293,Either Sergey or Beyonce are a baker,Sergey is a baker,Beyonce is a baker,"{'entailment': '0.91', 'neutral': '0.07', 'contradiction': '0.02'}","{'entailment': '0.87', 'neutral': '0.11', 'contradiction': '0.03'}",0.09000000000000002
